Average Sentence Length,MY_AI,MY_FK,ContentID
14.55,1,1,news_plf11s00347
15.842105263157896,1,1,news_plf11s00348
7.125,1,1,news_plf11s00349
9.642857142857142,1,1,news_plf11s00350
21.714285714285715,1,1,news_plf11s00351
14.857142857142858,1,1,news_plf11s00352
12.714285714285714,1,1,news_plf11s00353
14.0625,1,1,news_plf11s00354
16.210526315789473,1,1,news_plf11s00355
9.36,1,1,news_plf11s00356
10.958333333333334,1,1,news_plf11s00357
8.147058823529411,1,1,news_plf11s00358
11.384615384615385,1,1,news_plf11s00359
10.277777777777779,1,1,news_plf11s00360
12.277777777777779,1,1,news_plf11s00361
9.32,1,1,news_plf11s00362
8.303030303030303,1,1,news_plf11s00363
12.277777777777779,1,1,news_plf11s00364
7.0,1,1,news_plf11s00365
8.7,1,1,news_plf11s00366
17.416666666666668,1,1,news_plf11s00367
11.666666666666666,1,1,news_plf11s00368
11.863636363636363,1,1,news_plf11s00369
12.5,1,1,news_plf11s00370
9.619047619047619,1,1,news_plf11s00371
11.227272727272727,1,1,news_plf11s00372
7.361111111111111,1,1,news_plf11s00373
15.541666666666666,1,1,news_plf11s00374
7.405405405405405,1,1,news_plf11s00375
16.666666666666668,1,1,news_plf11s00376
14.95,1,1,news_plf11s00377
12.352941176470589,1,1,news_plf11s00378
7.413043478260869,1,1,news_plf11s00379
19.714285714285715,1,1,news_plf11s00380
11.894736842105264,1,1,news_plf11s00381
8.757575757575758,1,1,news_plf11s00382
12.428571428571429,1,1,news_plf11s00383
6.093023255813954,1,1,news_plf11s00384
8.185185185185185,1,1,news_plf11s00385
9.545454545454545,1,1,news_plf11s00386
15.333333333333334,1,1,news_plf11s00387
15.117647058823529,1,1,news_plf11s00388
12.8,1,1,news_plf11s00389
9.133333333333333,1,1,news_plf11s00390
8.384615384615385,1,1,news_plf11s00391
14.2,1,1,news_plf11s00392
11.047619047619047,1,1,news_plf11s00393
10.451612903225806,1,1,news_plf11s00394
12.375,1,1,news_plf11s00395
7.814814814814815,1,1,news_plf11s00396
6.628571428571429,1,1,news_plf11s00397
6.482758620689655,1,1,news_plf11s00398
14.928571428571429,1,1,news_plf11s00399
7.0,1,1,news_plf11s00400
11.666666666666666,1,1,news_plf11s00401
9.384615384615385,1,1,news_plf11s00402
8.342857142857143,1,1,news_plf11s00403
13.105263157894736,1,1,news_plf11s00404
11.368421052631579,1,1,news_plf11s00405
11.272727272727273,1,1,news_plf11s00406
12.210526315789474,1,1,news_plf11s00407
13.727272727272727,1,1,news_plf11s00408
12.11111111111111,1,1,news_plf11s00409
8.617647058823529,1,1,news_plf11s00410
11.423076923076923,1,1,news_plf11s00411
10.894736842105264,1,1,news_plf11s00412
8.65625,1,1,news_plf11s00413
10.846153846153847,1,1,news_plf11s00414
8.869565217391305,1,1,news_plf11s00415
16.071428571428573,1,1,news_plf11s00416
8.194444444444445,1,1,news_plf11s00417
11.789473684210526,1,1,news_plf11s00418
8.884615384615385,1,1,news_plf11s00419
13.823529411764707,1,1,news_plf11s00420
9.461538461538462,1,1,news_plf11s00421
8.125,1,1,news_plf11s00422
10.0,1,1,news_plf11s00423
12.263157894736842,1,1,news_plf11s00424
9.0,1,1,news_plf11s00425
7.592592592592593,1,1,news_plf11s00426
8.064516129032258,1,1,news_plf11s00427
12.105263157894736,1,1,news_plf11s00428
14.222222222222221,1,1,news_plf11s00429
11.153846153846153,1,1,news_plf11s00430
7.65625,1,1,news_plf11s00431
14.375,1,1,news_plf11s00432
9.689655172413794,1,1,news_plf11s00433
14.80952380952381,1,1,news_plf11s00434
7.828571428571428,1,1,news_plf11s00435
11.272727272727273,1,1,news_plf11s00436
9.894736842105264,1,1,news_plf11s00437
8.84,1,1,news_plf11s00438
10.214285714285714,1,1,news_plf11s00439
10.461538461538462,1,1,news_plf11s00440
10.558823529411764,1,1,news_plf11s00441
13.6875,1,1,news_plf11s00443
13.578947368421053,1,1,news_plf11s00444
8.666666666666666,1,1,news_plf11s00445
8.264705882352942,1,1,news_plf11s00446
13.32,1,1,news_plf11s00447
9.516129032258064,1,1,news_plf11s00448
8.041666666666666,1,1,news_plf11s00449
7.964285714285714,1,1,news_plf11s00450
8.703703703703704,1,1,news_plf11s00451
12.12,1,1,news_plf11s00452
11.5,1,1,news_plf11s00453
12.7,1,1,news_plf11s00454
9.434782608695652,1,1,news_plf11s00455
11.956521739130435,1,1,news_plf11s00456
9.517241379310345,1,1,news_plf11s00457
15.222222222222221,1,1,news_plf11s00458
12.366666666666667,1,1,news_plf11s00459
8.653846153846153,1,1,news_plf11s00460
10.538461538461538,1,1,news_plf11s00461
10.294117647058824,1,1,news_plf11s00462
11.416666666666666,1,1,news_plf11s00463
18.53846153846154,1,1,news_plf11s00464
11.04,1,1,news_plf11s00465
9.541666666666666,1,1,news_plf11s00466
11.0,1,1,news_plf11s00467
10.592592592592593,1,1,news_plf11s00468
10.88,1,1,news_plf11s00469
16.571428571428573,1,1,news_plf11s00470
16.666666666666668,1,1,news_plf11s00471
8.791666666666666,1,1,news_plf11s00472
12.380952380952381,1,1,news_plf11s00473
6.78125,1,1,news_plf11s00474
13.842105263157896,1,1,news_plf11s00475
14.75,1,1,news_plf11s00476
14.3,1,1,news_plf11s00477
8.722222222222221,1,1,news_plf11s00478
10.173913043478262,1,1,news_plf11s00479
11.285714285714286,1,1,news_plf11s00480
12.91304347826087,1,1,news_plf11s00481
7.897435897435898,1,1,news_plf11s00482
14.785714285714286,1,1,news_plf11s00483
10.652173913043478,1,1,news_plf11s00484
8.863636363636363,1,1,news_plf11s00485
15.5,1,1,news_plf11s00486
14.818181818181818,1,1,news_plf11s00487
12.473684210526315,1,1,news_plf11s00488
16.095238095238095,1,1,news_plf11s00489
13.095238095238095,1,1,news_plf11s00490
13.35,1,1,news_plf11s00491
10.73076923076923,1,1,news_plf11s00492
14.8125,1,1,news_plf11s00493
12.458333333333334,1,1,news_plf11s00494
8.607142857142858,1,1,news_plf11s00495
8.75,1,1,news_plf11s00496
10.571428571428571,1,1,news_plf11s00497
10.037037037037036,1,1,news_plf11s00498
14.9,1,1,news_plf11s00499
9.892857142857142,1,1,news_plf11s00500
7.2727272727272725,1,1,news_plf11s00501
6.851851851851852,1,1,news_plf11s00502
14.764705882352942,1,1,news_plf11s00503
13.105263157894736,1,1,news_plf11s00504
8.166666666666666,1,1,news_plf11s00505
13.391304347826088,1,1,news_plf11s00506
7.515151515151516,1,1,news_plf11s00507
12.578947368421053,1,1,news_plf11s00508
10.72,1,1,news_plf11s00509
13.789473684210526,1,1,news_plf11s00510
11.263157894736842,1,1,news_plf11s00511
8.576923076923077,1,1,news_plf11s00512
9.227272727272727,1,1,news_plf11s00513
16.823529411764707,1,1,news_plf11s00514
15.666666666666666,1,1,news_plf11s00515
7.972972972972973,1,1,news_plf11s00516
12.25,1,1,news_plf11s00517
17.4,1,1,news_plf11s00518
13.55,1,1,news_plf11s00519
12.904761904761905,1,1,news_plf11s00520
10.76923076923077,1,1,news_plf11s00521
16.8,1,1,news_plf11s00522
11.529411764705882,1,1,news_plf11s00523
11.347826086956522,1,1,news_plf11s00524
12.91304347826087,1,1,news_plf11s00525
11.8,1,1,news_plf11s00526
11.272727272727273,1,1,news_plf11s00527
8.736842105263158,1,1,news_plf11s00528
10.454545454545455,1,1,news_plf11s00529
10.516129032258064,1,1,news_plf11s00530
13.227272727272727,1,1,news_plf11s00531
9.44,1,1,news_plf11s00532
7.035714285714286,1,1,news_plf11s00533
11.277777777777779,1,1,news_plf11s00534
15.8,1,1,news_plf11s00535
12.26086956521739,1,1,news_plf11s00536
9.090909090909092,1,1,news_plf11s00537
11.384615384615385,1,1,news_plf11s00538
9.95,1,1,news_plf11s00539
8.090909090909092,1,1,news_plf11s00540
11.0,1,1,news_plf11s00541
11.666666666666666,1,1,news_plf11s00543
12.541666666666666,1,1,news_plf11s00544
9.416666666666666,1,1,news_plf11s00545
11.2,1,1,news_plf11s00546
10.25,1,1,news_plf11s00547
14.75,1,1,news_plf11s00548
8.0,1,1,news_plf11s00549
7.782608695652174,1,1,news_plf11s00550
14.5625,1,1,news_plf11s00551
13.473684210526315,1,1,news_plf11s00552
7.25,1,1,news_plf11s00553
10.217391304347826,1,1,news_plf11s00554
13.571428571428571,1,1,news_plf11s00555
10.296296296296296,1,1,news_plf11s00556
8.52,1,1,news_plf11s00557
9.863636363636363,1,1,news_plf11s00558
13.857142857142858,1,1,news_plf11s00559
12.055555555555555,1,1,news_plf11s00560
12.277777777777779,1,1,news_plf11s00561
12.0,1,1,news_plf11s00562
8.548387096774194,1,1,news_plf11s00563
13.7,1,1,news_plf11s00564
10.65625,1,1,news_plf11s00565
11.545454545454545,1,1,news_plf11s00566
9.62962962962963,1,1,news_plf11s00567
11.944444444444445,1,1,news_plf11s00568
9.722222222222221,1,1,news_plf11s00569
10.75,1,1,news_plf11s00570
9.2,1,1,news_plf11s00571
15.6,1,1,news_plf11s00572
8.6,1,1,news_plf11s00573
8.074074074074074,1,1,news_plf11s00574
11.958333333333334,1,1,news_plf11s00575
11.826086956521738,1,1,news_plf11s00576
5.975,1,1,news_plf11s00577
11.772727272727273,1,1,news_plf11s00578
8.714285714285714,1,1,news_plf11s00579
10.64,1,1,news_plf11s00580
13.458333333333334,1,1,news_plf11s00581
13.4375,1,1,news_plf11s00582
17.933333333333334,1,1,news_plf11s00583
14.666666666666666,1,1,news_plf11s00584
9.523809523809524,1,1,news_plf11s00585
11.791666666666666,1,1,news_plf11s00586
13.181818181818182,1,1,news_plf11s00587
9.28,1,1,news_plf11s00588
15.375,1,1,news_plf11s00589
9.05,1,1,news_plf11s00590
10.178571428571429,1,1,news_plf11s00591
13.08695652173913,1,1,news_plf11s00592
14.0,1,1,news_plf11s00594
15.928571428571429,1,1,news_plf11s00595
20.615384615384617,1,1,news_plf11s00596
7.035714285714286,1,1,news_plf11s00597
8.931034482758621,1,1,news_plf11s00598
15.4375,1,1,news_plf11s00599
9.966666666666667,1,1,news_plf11s00600
7.67741935483871,1,1,news_plf11s00601
5.666666666666667,1,1,news_plf11s00602
13.428571428571429,1,1,news_plf11s00603
13.434782608695652,1,1,news_plf11s00604
13.344827586206897,1,1,news_plf11s00605
10.741935483870968,1,1,news_plf11s00606
16.11764705882353,1,1,news_plf11s00607
9.416666666666666,1,1,news_plf11s00608
10.0,1,1,news_plf11s00609
11.416666666666666,1,1,news_plf11s00610
18.8125,1,1,news_plf11s00611
16.55,1,1,news_plf11s00612
18.88235294117647,1,1,news_plf11s00613
12.631578947368421,1,1,news_plf11s00614
8.774193548387096,1,1,news_plf11s00615
11.565217391304348,1,1,news_plf11s00616
10.61111111111111,1,1,news_plf11s00617
9.17142857142857,1,1,news_plf11s00618
13.428571428571429,1,1,news_plf11s00619
17.235294117647058,1,1,news_plf11s00620
8.071428571428571,1,1,news_plf11s00621
8.709677419354838,1,1,news_plf11s00622
8.407407407407407,1,1,news_plf11s00623
6.170731707317073,1,1,news_plf11s00624
15.11111111111111,1,1,news_plf11s00625
9.605263157894736,1,1,news_plf11s00626
7.0606060606060606,1,1,news_plf11s00627
10.636363636363637,1,1,news_plf11s00628
13.736842105263158,1,1,news_plf11s00629
9.857142857142858,1,1,news_plf11s00630
10.791666666666666,1,1,news_plf11s00631
8.521739130434783,1,1,news_plf11s00632
12.043478260869565,1,1,news_plf11s00633
11.333333333333334,1,1,news_plf11s00634
10.68,1,1,news_plf11s00635
9.23076923076923,1,1,news_plf11s00636
16.41176470588235,1,1,news_plf11s00637
12.333333333333334,1,1,news_plf11s00638
12.631578947368421,1,1,news_plf11s00639
12.55,1,1,news_plf11s00640
12.047619047619047,1,1,news_plf11s00641
8.178571428571429,1,1,news_plf11s00642
9.25925925925926,1,1,news_plf11s00643
8.26923076923077,1,1,news_plf11s00644
9.551724137931034,1,1,news_plf11s00645
16.61111111111111,1,1,news_plf11s00646
12.444444444444445,1,1,news_plf11s00647
12.555555555555555,1,1,news_plf11s00648
16.928571428571427,1,1,news_plf11s00649
13.25,1,1,news_plf11s00650
16.533333333333335,1,1,news_plf11s00651
16.733333333333334,1,1,news_plf11s00652
8.033333333333333,1,1,news_plf11s00653
7.84,1,1,news_plf11s00654
8.64,1,1,news_plf11s00655
10.08,1,1,news_plf11s00656
11.714285714285714,1,1,news_plf11s00657
15.307692307692308,1,1,news_plf11s00658
9.5,1,1,news_plf11s00660
11.8125,1,1,news_plf11s00661
9.821428571428571,1,1,news_plf11s00662
10.75,1,1,news_plf11s00663
7.5,1,1,news_plf11s00664
12.6875,1,1,news_plf11s00665
9.09375,1,1,news_plf11s00666
8.875,1,1,news_plf11s00667
16.714285714285715,1,1,news_plf11s00668
9.961538461538462,1,1,news_plf11s00669
14.38888888888889,1,1,news_plf11s00670
12.95,1,1,news_plf11s00671
9.047619047619047,1,1,news_plf11s00673
8.961538461538462,1,1,news_plf11s00674
11.166666666666666,1,1,news_plf11s00675
11.555555555555555,1,1,news_plf11s00676
10.8125,1,1,news_plf11s00677
10.88,1,1,news_plf11s00678
9.15,1,1,news_plf11s00679
9.205882352941176,1,1,news_plf11s00680
14.214285714285714,1,1,news_plf11s00681
13.411764705882353,1,1,news_plf11s00682
11.9,1,1,news_plf11s00683
16.63157894736842,1,1,news_plf11s00684
13.466666666666667,1,1,news_plf11s00685
14.277777777777779,1,1,news_plf11s00686
13.55,1,1,news_plf11s00687
12.142857142857142,1,1,news_plf11s00688
13.76,1,1,news_plf11s00689
12.916666666666666,1,1,news_plf11s00690
7.566666666666666,1,1,news_plf11s00691
12.25,1,1,news_plf11s00692
7.533333333333333,1,1,news_plf11s00693
8.615384615384615,1,1,news_plf11s00694
9.2,1,1,news_plf11s00695
12.157894736842104,1,1,news_plf11s00696
10.481481481481481,1,1,news_plf11s00697
5.642857142857143,1,1,news_plf11s00698
12.210526315789474,1,1,news_plf11s00699
13.083333333333334,1,1,news_plf11s00700
9.518518518518519,1,1,news_plf11s00701
9.761904761904763,1,1,news_plf11s00703
10.066666666666666,1,1,news_plf11s00704
15.142857142857142,1,1,news_plf11s00705
7.617647058823529,1,1,news_plf11s00706
8.870967741935484,1,1,news_plf11s00707
12.272727272727273,1,1,news_plf11s00708
8.935483870967742,1,1,news_plf11s00709
12.444444444444445,1,1,news_plf11s00710
9.578947368421053,1,1,news_plf11s00711
14.125,1,1,news_plf11s00712
8.727272727272727,1,1,news_plf11s00713
10.2,1,1,news_plf11s00714
13.0,1,1,news_plf11s00715
7.518518518518518,1,1,news_plf11s00716
12.476190476190476,1,1,news_plf11s00717
8.458333333333334,1,1,news_plf11s00718
7.181818181818182,1,1,news_plf11s00719
7.064516129032258,1,1,news_plf11s00720
8.148148148148149,1,1,news_plf11s00721
19.454545454545453,1,1,news_plf11s00722
8.807692307692308,1,1,news_plf11s00723
15.714285714285714,1,1,news_plf11s00724
11.428571428571429,1,1,news_plf11s00725
9.366666666666667,1,1,news_plf11s00726
13.235294117647058,1,1,news_plf11s00727
12.80952380952381,1,1,news_plf11s00728
19.0,1,1,news_plf11s00729
9.041666666666666,1,1,news_plf11s00730
16.9375,1,1,news_plf11s00731
13.2,1,1,news_plf11s00732
9.90625,1,1,news_plf11s00733
13.444444444444445,1,1,news_plf11s00734
10.272727272727273,1,1,news_plf11s00735
14.761904761904763,1,1,news_plf11s00736
9.483870967741936,1,1,news_plf11s00737
6.083333333333333,1,1,news_plf11s00738
12.588235294117647,1,1,news_plf11s00739
12.0,1,1,news_plf11s00740
11.35,1,1,news_plf11s00741
13.058823529411764,1,1,news_plf11s00742
10.045454545454545,1,1,news_plf11s00743
7.96969696969697,1,1,news_plf11s00745
11.590909090909092,1,1,news_plf11s00746
12.333333333333334,1,1,news_plf11s00747
11.416666666666666,1,1,news_plf11s00748
13.789473684210526,1,1,news_plf11s00749
11.307692307692308,1,1,news_plf11s00750
7.363636363636363,1,1,news_plf11s00751
8.89655172413793,1,1,news_plf11s00752
11.933333333333334,1,1,news_plf11s00753
6.45,1,1,news_plf11s00754
8.818181818181818,1,1,news_plf11s00755
10.785714285714286,1,1,news_plf11s00756
10.428571428571429,1,1,news_plf11s00757
15.631578947368421,1,1,news_plf11s00758
15.107142857142858,1,1,news_plf11s00759
10.03225806451613,1,1,news_plf11s00760
18.583333333333332,1,1,news_plf11s00761
15.055555555555555,1,1,news_plf11s00763
8.333333333333334,1,1,news_plf11s00764
13.0625,1,1,news_plf11s00765
13.714285714285714,1,1,news_plf11s00766
7.92,1,1,news_plf11s00767
